"id","area","feature","user_story","expected_behavior","source","status","validation_notes","error_detail","last_validated"
"FEAT-0217","F5 BNK UI","F5 BNK - A2A iRule Library","As a network engineer, I want to manage A2A-specific iRules, so that I can customize A2A traffic handling","Library of pre-built and custom iRules for A2A traffic.","pages/F5BNK.tsx, components/k8s/A2AIRuleLibrary.tsx","Validated","A2AIRuleLibrary.tsx imported and rendered in F5BNK.tsx A2A section (iRule library).","","2026-06-22"
"FEAT-0218","F5 BNK UI","F5 BNK - A2A Protocol Reference","As a developer, I want to reference A2A protocol specifications, so that I can build A2A-aware applications","Reference documentation for A2A protocols and APIs.","pages/F5BNK.tsx, components/k8s/A2AProtocolReference.tsx","Validated","A2AProtocolReference.tsx imported and rendered in F5BNK.tsx A2A section (protocol reference docs).","","2026-06-22"
"FEAT-0219","F5 BNK UI","F5 BNK - A2A Templates","As an operator, I want to manage A2A templates for common connectivity patterns, so that I can accelerate policy configuration","Template library for A2A configurations with create/edit/delete capabilities.","pages/F5BNK.tsx, components/k8s/A2ATemplates.tsx","Validated","A2ATemplates.tsx imported and rendered in F5BNK.tsx A2A section (template library).","","2026-06-22"
"FEAT-0220","F5 BNK UI","F5 BNK - AI Analyzers","As an operator, I want to view AI analyzer insights about proxy behavior, so that I can optimize policies","Panel showing AI-generated analysis and recommendations for BNK configurations.","pages/F5BNK.tsx, components/k8s/F5AIAnalyzerViewer.tsx","Validated","F5AIAnalyzerViewer.tsx imported and rendered in F5BNK.tsx AI Analyzers view.","","2026-06-22"
"FEAT-0221","F5 BNK UI","F5 BNK - Backends Collection","As an operator, I want to view and manage backend service pools, so that I can understand traffic destinations","List of backend services with health status, member counts, and health checks.","pages/F5BNK.tsx, components/k8s/BackendsCollection.tsx","Validated","BackendsCollection.tsx imported and rendered in F5BNK.tsx Backends view (backend services + health).","","2026-06-22"
"FEAT-0222","F5 BNK UI","F5 BNK - Config Builder","As a platform engineer, I want to build complex BNK configurations with a GUI, so that I can manage advanced proxy settings","Configuration builder for BNK advanced settings with field reference and validation.","pages/F5BNK.tsx, components/k8s/ConfigBuilder.tsx","Validated","ConfigBuilder.tsx imported and rendered in F5BNK.tsx Config Builder view.","","2026-06-22"
"FEAT-0223","F5 BNK UI","F5 BNK - Diagnostics (Licensing, TMM Debug, QKView, Runbooks, Recovery)","As a support engineer, I want to access diagnostic tools including license info, TMM debugging, QKView collection, runbooks, and recovery actions, so that I can troubleshoot platform issues","Tabbed diagnostics interface with licensing dashboard, TMM inspector, QKView collection trigger, runbook wizard, recovery action panel.","pages/F5BNK.tsx, components/k8s/LicensingPanel.tsx, components/k8s/TMMDebugPanel.tsx, components/k8s/QKViewPanel.tsx, components/runbooks/RunbookWizard.tsx, components/k8s/RecoveryPanel.tsx","Validated","F5BNK.tsx Diagnostics tabs render LicensingPanel/TMMDebugPanel/QKViewPanel/RunbookWizard/RecoveryPanel by activeTab; all components present.","","2026-06-22"
"FEAT-0224","F5 BNK UI","F5 BNK - iRule Viewer","As a network engineer, I want to view and manage iRules in the BNK context, so that I can customize traffic handling","Editor/viewer for iRule scripts with syntax highlighting and validation.","pages/F5BNK.tsx, components/k8s/F5iRuleViewer.tsx","Validated","F5iRuleViewer.tsx imported and rendered in F5BNK.tsx iRule viewer view.","","2026-06-22"
"FEAT-0225","F5 BNK UI","F5 BNK - Policy Builder","As a network engineer, I want to create and manage proxy policies with a UI builder, so that I can define traffic rules without YAML","Interactive policy builder with rule conditions, actions, and validation.","pages/F5BNK.tsx, components/k8s/PolicyBuilder.tsx","Validated","PolicyBuilder.tsx imported and rendered in F5BNK.tsx Policy Builder view.","","2026-06-22"
"FEAT-0226","F5 BNK UI","F5 BNK - Policy Map View","As a policy operator, I want to visualize BNK service policies and traffic rules, so that I can understand proxy configurations","Visual map of services, policies, and routing rules with status indicators.","pages/F5BNK.tsx","Validated","F5BNK.tsx VIEW_POLICY_MAP case renders F5BNKPolicyViewer (services/policies/routing map view).","","2026-06-22"
"FEAT-0227","F5 BNK UI","F5 BNK - Topology Viewer","As an operator, I want to see the cluster topology and resource relationships, so that I can understand the deployment architecture","Visual topology graph showing pods, services, ingresses, and policy assignments with status indicators.","pages/F5BNK.tsx, components/k8s/F5BNKTopologyViewer.tsx","Validated","F5BNKTopologyViewer.tsx imported and rendered in F5BNK.tsx Topology view with onSelectResource wiring.","","2026-06-22"
"FEAT-0228","F5 BNK UI","F5 BNK - Traffic Flow Visualization","As an operator, I want to visualize traffic flow through the proxy, so that I can understand ingress patterns","Real-time or historical traffic flow diagram showing ingress traffic patterns and distribution.","pages/F5BNK.tsx, components/k8s/TrafficFlowOverview.tsx","Validated","TrafficFlowOverview.tsx imported and rendered in F5BNK.tsx Traffic Flow view.","","2026-06-22"
"FEAT-0229","F5 BNK UI","F5 BNK - Upgrade Panel","As a platform operator, I want to manage BNK version upgrades, so that I can keep the platform current","Upgrade workflow showing available versions, release notes, and deployment confirmation.","pages/F5BNK.tsx, components/k8s/BNKUpgradePanel.tsx","Validated","BNKUpgradePanel.tsx imported and rendered in F5BNK.tsx upgrade view.","","2026-06-22"
"FEAT-0230","F5 BNK UI","F5 BNK Dashboard - Health View","As a platform operator, I want to monitor F5 BNK component health and status, so that I can ensure platform stability","Health dashboard showing status of BNK components, health score, TMM count, resource metrics.","pages/F5BNK.tsx, components/k8s/BNKHealthDashboard.tsx","Validated","BNKHealthDashboard.tsx imported and rendered in F5BNK.tsx Health view (component status, score, TMM count).","","2026-06-22"
"FEAT-0231","Fleet UI","Fleet Config Promotion Wizard","As an operator, I want to promote configurations across clusters, so that I can standardize settings","Wizard for comparing and promoting cluster configurations to other clusters.","pages/Fleet.tsx, components/fleet/ConfigPromotionWizard.tsx","Validated","ConfigPromotionWizard is imported and rendered in Fleet.tsx:688; it is a 3-step wizard (select source/target -> review dry-run diff -> confirm & apply) via usePromoteConfig.","","2026-06-22"
"FEAT-0232","Fleet UI","Fleet DPU Infrastructure Management","As a DPU administrator, I want to manage DPF (DPU fabric) infrastructure across clusters, so that I can maintain data plane topology","Per-cluster DPU infrastructure panel showing hardware config and management options.","pages/Fleet.tsx, components/k8s/DPFInfrastructurePanel.tsx","Validated","DPFInfrastructurePanel is lazily imported and rendered per-cluster in Fleet.tsx:741 with clusterId, surfacing DPU hardware config and management options.","","2026-06-22"
"FEAT-0233","Fleet UI","Fleet Overview","As a fleet operator, I want to monitor overall fleet health across clusters, so that I can quickly identify issues","Aggregate health stats, sortable cluster table showing status, BNK version, TMM count, routes. Comparison of cluster configurations.","pages/Fleet.tsx","Validated","Fleet.tsx renders aggregate health stats and a sortable cluster table (sortField/toggleSort/sortOperators) with status, bnk_version, tmm_count, and route_count columns, plus the comparison/promotion wizard.","","2026-06-22"
"FEAT-0234","Git VCS","Git Authentication Context Resolution","As a system, I want to resolve Git authentication (PAT, SSH key, GitHub App) for module sources, so that I can clone private repositories.","Resolves auth for a ModuleSource by credential_type, decrypts auth_token, returns GitAuthContext with transport (https_token/ssh_key/none), secret, username, ssh_known_hosts. For GitHub App acquires installation token dynamically.","backend/services/git_auth_service.py:resolve_for_module_source","Validated","resolve_for_module_source derives credential_type, decrypts auth_token, returns GitAuthContext with transport https_token/ssh_key/none, secret, username, ssh_known_hosts; for github_app calls acquire_installation_token dynamically (username x-access-token).","","2026-06-22"
"FEAT-0235","Git VCS","GitHub App Installation Token Acquisition","As a system, I want to acquire short-lived tokens for GitHub App installations, so that I can authenticate to private GitHub repositories.","Builds app JWT from app_id/installation_id/private_key, calls GitHub access_tokens API, returns short-lived scoped token and expiration.","backend/services/github_app_auth_service.py:acquire_installation_token","Validated","acquire_installation_token validates metadata, builds an RS256 app JWT (iss=app_id) via _build_app_jwt, POSTs to /app/installations/{installation_id}/access_tokens, returns (token, expires_at). Installation_id is used in the URL rather than the JWT body, as is correct for GitHub.","","2026-06-22"
"FEAT-0236","Git VCS","GitLab Token Metadata Normalization","As a system, I want to normalize GitLab token metadata (project/group/deploy tokens), so that I can validate and scope credentials correctly.","Extracts api_base_url, project_path, group_path, deploy_username from sources, validates required fields, returns normalized metadata.","backend/services/gitlab_auth_service.py:normalize_metadata","Partial","[staging] normalize_metadata extracts api_base_url/project_path/group_path/deploy_username correctly but never raises on missing required fields; required-field validation lives in the separate validate_required_metadata method (line 92). FIX: Behavior is correct by design (separation of concerns); the spec line 'validates required fields' is overstated for normalize_metadata. To make the documented contract literally true, either have normalize_metadata call validate_required_metadata (or accept a require=True flag), or correct the spec to say validation is a separate step.","normalize_metadata extracts api_base_url/project_path/group_path/deploy_username correctly but never raises on missing required fields; required-field validation lives in the separate validate_required_metadata method (line 92).","2026-06-22 (staging 9e94854c)"
"FEAT-0237","Git VCS","Module Library Git Token Resolution","As a system, I want to resolve global module library auth token, so that I can fetch shared module sources.","Queries ApplicationSetting 'module_library.git_token', decrypts, validates against placeholders, returns GitAuthContext (transport=none if no valid token).","backend/services/git_auth_service.py:resolve_for_module_library_token_setting","Validated","resolve_for_module_library_token_setting reads ApplicationSetting 'module_library.git_token', decrypts when is_encrypted, rejects placeholder values (change_me/your_token_here/placeholder/empty), and returns https_token context or transport=none.","","2026-06-22"
"FEAT-0238","Helm","Helm Chart Discovery & Search","As a viewer, I want to browse and search available Helm charts, so that I can find charts to deploy.","Browse all available charts or filter by repository, search charts by keyword with max results limit.","routes/helm.py:browse_charts/search_charts, services/helm_service.py","Validated","helm.py:browse_charts (optional repository, max_results) and search_charts (keyword + max_results) delegate to HelmService.browse_charts/search_charts.","","2026-06-22"
"FEAT-0239","Helm","Helm Chart Upload & Custom Charts","As an operator, I want to upload custom Helm charts (.tgz) and clone existing charts, so that I can use custom or modified charts.","Upload .tgz chart files, list uploaded/cloned charts, view/edit chart values.yaml, delete charts. Cloning creates a local copy of repository chart.","routes/helm.py:upload_chart/list_uploaded_charts/delete_uploaded_chart/get_chart_values/update_chart_values/clone_chart, services/helm_chart_store_service.py","Validated","helm.py upload/list-uploaded/delete/get-values/update-values/clone endpoints delegate to HelmService (chart store); clone_chart creates a local copy.","","2026-06-22"
"FEAT-0240","Helm","Helm Release Comparison","As a viewer, I want to compare Helm release revisions, so that I can see what changed between upgrades.","Diffs two release revisions and returns changes (values, manifests) with human-readable comparison.","routes/helm.py:compare_revisions","Validated","helm.py:compare_revisions enqueues helm_tasks.release_compare(rev1,rev2) and returns the comparison (short-poll then task_id fallback).","","2026-06-22"
"FEAT-0241","Helm","Helm Release History & Inspection","As a viewer, I want to inspect release history, values, and manifests, so that I can understand release configuration and rollout history.","Gets release history (all revisions), values for release/revision, manifest YAML for release/revision, release test results.","routes/helm.py:get_release_history/get_release_values/get_release_manifest/test_release, services/helm_service.py","Validated","helm.py:get_release_history/get_release_values/get_release_manifest/test_release each dispatch the corresponding Celery task with revision/all_values support.","","2026-06-22"
"FEAT-0242","Helm","Helm Release Management","As a cluster owner, I want to install, upgrade, rollback, and uninstall Helm releases on a cluster, so that I can manage Helm deployments.","Full Helm lifecycle: list releases, get details, install with custom values, upgrade/rollback with optional install, uninstall with history preservation. Operations support timeouts and return task IDs.","routes/helm.py:list_releases/get_release/install_chart/upgrade_release/rollback_release/uninstall_release, services/helm_service.py","Validated","helm.py list/get/install/upgrade/rollback/uninstall dispatch Celery tasks; write ops gated by require_cluster_owner, return task_id, validated timeouts, keep_history on uninstall.","","2026-06-22"
"FEAT-0243","Helm","Helm Repository Management","As an operator, I want to add, update, list, and remove Helm chart repositories, so that I can manage chart sources.","Add repositories with optional authentication, update all repos, list configured repos, remove repos by name.","routes/helm.py:add_repository/update_repositories/list_repositories/remove_repository, services/helm_repository_service.py","Validated","helm.py add/update/list/remove repository endpoints delegate to HelmService; add supports optional username/password auth.","","2026-06-22"
"FEAT-0244","Helm","Helm Task Status Polling","As an operator, I want to poll the status of long-running Helm operations, so that I can track operation progress.","Polls Celery task status by task ID with authorization (caller must own cluster). Returns task status (pending/ready/failed) and result when ready.","routes/helm.py:get_helm_task_status, services/helm_service.py","Validated","helm.py:get_helm_task_status resolves task->cluster from Redis, 404s unknown tasks, runs _check_ownership on the cluster's project, returns ready/failed/pending with result.","","2026-06-22"
"FEAT-0245","Kubernetes","Cluster Batch Connectivity Check","As a viewer, I want to check connectivity status for all clusters at once, so that I can see which are reachable without waiting for individual tests.","Probes all registered clusters in parallel with lightweight network checks. Returns connectivity state for each (reachable/unreachable).","routes/k8s/clusters.py:batch_connectivity_check, services/connectivity_probe_service.py:probe_all_clusters","Validated","clusters.py:batch_connectivity_check delegates to ConnectivityProbeService.probe_all_clusters for parallel lightweight network checks.","","2026-06-22"
"FEAT-0246","Kubernetes","Cluster Connectivity Testing","As an operator, I want to test connectivity to a registered cluster, so that I can verify the cluster is reachable before operations.","Tests kubeconfig access by connecting to the cluster's API server. Returns connection status with details about failures (auth, network, certificate).","routes/k8s/clusters.py:test_cluster_connection, services/kubernetes_service.py:test_connection","Validated","clusters.py:test_cluster_connection (require_cluster_owner) delegates to KubernetesService.test_connection returning connection status/failure detail.","","2026-06-22"
"FEAT-0247","Kubernetes","Cluster Registration & Management","As an operator, I want to register and manage Kubernetes clusters (EKS, AKS, GKE, on-prem), so that I can deploy and manage F5 BNK across multiple clusters.","Create clusters via kubeconfig/EKS auto-detect, test connectivity, refresh kubeconfig, update cluster config, list clusters globally or per-project, delete registrations. Cluster scans auto-enqueued after registration/update.","routes/k8s/clusters.py:add_cluster_to_project/list_all_clusters/list_project_clusters/get_cluster_details/update_cluster/delete_cluster, services/cluster_management_service.py:create_cluster","Validated","clusters.py provides add/list-all/list-project/get/update/delete + detect-eks; create_cluster and update both enqueue_cluster_scan as documented.","","2026-06-22"
"FEAT-0248","Kubernetes","CRD Discovery","As a viewer, I want to see all Custom Resource Definitions installed in a cluster, so that I can understand what extensions are available.","Lists installed CRDs merged with a static registry. Supports filtering by API group. Returns CRD metadata including versions and scope.","routes/k8s/crds.py:get_cluster_crds, services/crd_discovery_service.py:list_crds","Validated","crds.py:get_cluster_crds delegates to CrdDiscoveryService.list_crds with optional repeatable ?group= filter; 503 NETWORK_UNREACHABLE on unreachable cluster.","","2026-06-22"
"FEAT-0249","Kubernetes","Generic Kubernetes Resource CRUD","As an operator, I want to create, read, update, delete, patch, label, and annotate any Kubernetes resource, so that I can manage cluster configuration programmatically.","Full CRUD on any resource type (core API, CRDs, custom resources). Supports namespace-scoped and cluster-wide. Handles label/annotation management and patching.","routes/k8s/resources.py:get_cluster_resources/create_resource/update_resource/patch_resource/delete_resource/label_resource/annotate_resource","Validated","resources.py get/create/update/patch/delete/label/annotate cover any resource type (core+CRD), namespace-scoped and cluster-wide, with strategic/merge/json patch strategies.","","2026-06-22"
"FEAT-0250","Kubernetes","Kubeconfig Refresh","As an operator, I want to refresh a cluster's kubeconfig, so that I can update credentials for EKS (via AWS CLI) or on-prem clusters (via SSH probe).","Pulls fresh kubeconfig from AWS CLI for EKS or via SSH probe for on-prem. Automatically triggers cluster scan after refresh.","routes/k8s/clusters.py:refresh_cluster_kubeconfig, services/cluster_management_service.py:refresh_kubeconfig","Validated","clusters.py:refresh_cluster_kubeconfig delegates to ClusterManagementService.refresh_kubeconfig (EKS via AWS CLI / on-prem SSH) and enqueue_cluster_scan after.","","2026-06-22"
"FEAT-0251","Kubernetes","Namespace & Node Discovery","As a viewer, I want to see all namespaces and node counts in a cluster, so that I can understand cluster topology and resource distribution.","Lists all namespaces and counts nodes. Returns namespace names and node count for capacity planning.","routes/k8s/clusters.py:list_cluster_namespaces","Validated","clusters.py:list_cluster_namespaces returns namespace objects+count; node count served by adjacent get_cluster_node_count endpoint.","","2026-06-22"
"FEAT-0252","Kubernetes","Namespace Topology Visualization","As a viewer, I want to see a graph of services, pods, and deployments in a namespace, so that I can understand application topology and dependencies.","Returns topology graph with nodes (services, pods, deployments) and edges (selects, owns). Handles large namespaces with truncation + info message.","routes/k8s/topology.py:get_cluster_topology, services/topology_builder_service.py:build_namespace_topology","Validated","topology.py:get_cluster_topology -> build_namespace_topology returns nodes/edges (selects/owns); truncates at _POD_TRUNCATION_THRESHOLD=300 with non-null info message.","","2026-06-22"
"FEAT-0253","Kubernetes","Node Operations","As an operator, I want to cordon, uncordon, and drain nodes, so that I can perform maintenance with minimal impact.","Cordon (prevent new pods), uncordon (resume scheduling), drain (safely evict workloads before maintenance).","routes/k8s/resources.py:cordon_node/uncordon_node/drain_node","Validated","resources.py:cordon_node/uncordon_node/drain_node (require_cluster_owner) delegate to KubernetesService equivalents; drain supports ignore_daemonsets/force/grace_period.","","2026-06-22"
"FEAT-0254","Kubernetes","Pod & Workload Management","As an operator, I want to manage pod restart, deployment scaling, and rollout operations, so that I can perform operational tasks without kubectl.","Restart pods/deployments, scale deployments, view rollout history/status, undo rollouts, get pod metrics (top), view container information.","routes/k8s/resources.py:restart_pod/restart_deployment/scale_deployment/rollout_history/rollout_status/rollout_undo","Validated","resources.py:restart_pod/rollout_restart/scale_deployment/rollout_history/rollout_status/rollout_undo + get_pod_metrics + list_pod_containers cover the documented workload management surface.","","2026-06-22"
"FEAT-0255","Kubernetes","Pod Exec Terminal","As an operator, I want to open an interactive terminal in a pod to debug issues, so that I can execute commands and troubleshoot in real-time.","WebSocket for interactive pod shell access. Supports stdin/stdout/stderr, terminal resize, graceful termination. Handles shell detection (distroless/minimal containers).","routes/k8s_websocket.py:pod_exec_websocket","Validated","k8s_websocket.py:pod_exec_websocket validates token, opens connect_get_namespaced_pod_exec with stdin/stdout/stderr, handles resize (channel 4) and distroless/no-shell detection.","","2026-06-22"
"FEAT-0256","Kubernetes","Pod Log Streaming","As an operator, I want to follow pod logs in real-time, so that I can monitor application behavior and debug issues.","WebSocket for real-time pod log streaming with tail lines support. Sends logs as they arrive, handles stream buffering for incomplete lines.","routes/k8s_websocket.py:pod_logs_follow_websocket","Validated","k8s_websocket.py:pod_logs_follow_websocket streams logs with follow=True and tail_lines query; line_buffer handles chunks that split mid-line.","","2026-06-22"
"FEAT-0257","Kubernetes","Resource Summary & Health Badges","As a viewer, I want to see count and health status for all major resource types in a cluster, so that I can get a quick overview from the sidebar.","Fetches resource counts and health for workloads, networking, Gateway API, storage, cluster resources. Returns health indicators per kind.","routes/k8s/resources.py:get_resource_summary","Validated","resources.py:get_cluster_resource_summary parallel-fetches a fixed kind set (workloads/networking/Gateway API/storage/cluster), computing unhealthy only for health-checkable kinds; TTL-cached.","","2026-06-22"
"FEAT-0258","Kubernetes UI","Kubernetes Explorer Page","As a cluster operator, I want to explore and manage Kubernetes resources across clusters, so that I can observe and modify running workloads","Project/cluster selector, resource type sidebar (pods, deployments, services), resource table with status, namespace filter, detail panel with metadata/labels/events. Helm releases tab integrated.","pages/KubernetesV2.tsx, pages/kubernetes/K8sSidebar.tsx, pages/kubernetes/K8sResourceTable.tsx, pages/kubernetes/K8sDetailPanel.tsx, pages/kubernetes/K8sHelmReleasesTable.tsx","Validated","KubernetesV2.tsx wires K8sSidebar/K8sResourceTable/K8sDetailPanel + K8sHelmReleasesTable and K8sHelmChartBrowser; project/cluster selector and namespace filter present.","","2026-06-22"
"FEAT-0259","Kubernetes UI","Kubernetes Helm Chart Browser","As a DevOps engineer, I want to browse and install Helm charts directly in the Kubernetes explorer, so that I can manage application deployments","Chart repository browser, search, chart preview, install dialog with values editor.","pages/kubernetes/K8sHelmChartBrowser.tsx, components/helm/InstallChartDialog.tsx, components/helm/UpgradeReleaseDialog.tsx, components/helm/RollbackReleaseDialog.tsx","Validated","K8sHelmChartBrowser.tsx plus components/helm InstallChartDialog/UpgradeReleaseDialog/RollbackReleaseDialog provide browse/search/preview/install-with-values-editor.","","2026-06-22"
"FEAT-0260","Licensing","Activate/Switch License","As an operator, I want to activate or switch F5 licenses, so that I can apply paid or renewed licenses to a cluster.","Submits raw JWT; sends to CWC /reactivate via operator dispatch or legacy. Can activate eval, switch eval->paid, or update existing.","backend/routes/licensing.py:activate_license_endpoint, backend/services/qkview_service.py:activate_license","Blocked","activate_license_endpoint tries operator dispatch (cwc_license_activate) then legacy _cwc_request → activate_license which POSTs raw JWT to /reactivate and infers success from state deltas. Logic matches; needs a live CWC/cluster.","","2026-06-22"
"FEAT-0261","Licensing","Check CWC Connectivity and Cert Status","As an operator, I want to diagnose CWC connectivity issues, so that I can troubleshoot licensing problems.","Comprehensive CWC health check: service deployed, mTLS certs, cert-manager, connectivity. Returns cwc_service_found, cwc_reachable, certs_mounted, setup_complete, full status if reachable.","backend/routes/licensing.py:get_cwc_status_endpoint, backend/services/qkview_service.py:check_cwc_available","Validated","[staging] The legacy fallback returns only boolean flags + message; check_cwc_available only verifies namespace/service/cert existence and never fetches the CWC /status payload, so no raw status is included even when reachable (the operator path can pass extra fields via extra='allow', but the legacy path cannot). FIX: On the legacy reachable path, actually call the CWC REST /status endpoint (via the mTLS certs) and include the raw status payload in the response when cwc_reachable is true, rather than only returning existence-derived boolean flags. | WO-4 #354: legacy reachable path now includes the raw CWC /status payload.","","2026-06-22"
"FEAT-0262","Licensing","Get CWC API Setup Status","As a viewer, I want to check if CWC API mTLS setup is complete, so that I can know if licensing API is ready.","Returns setup_complete, cert_manager_available, server_cert_exists, client_cert_exists, certs_mounted.","backend/routes/licensing.py:get_cwc_setup_status_endpoint, backend/services/qkview_service.py:check_setup_status","Blocked","get_cwc_setup_status_endpoint tries operator dispatch (cwc_check_status) then legacy check_setup_status, returning setup_complete/cert_manager_available/server_cert_exists/client_cert_exists/certs_mounted. Matches; needs live cluster.","","2026-06-22"
"FEAT-0263","Licensing","Get License Report","As an operator, I want to download the telemetry report for F5 licensing, so that I can send it to F5 for registration.","Queries CWC for telemetry report (only when 'Config Report Ready to Download'). Returns raw report. Tries operator dispatch first, falls back to legacy.","backend/routes/licensing.py:get_license_report_endpoint, backend/services/qkview_service.py:get_license_report","Blocked","get_license_report_endpoint tries operator dispatch (cwc_license_report) first then legacy get_license_report which GETs /report; returns raw report (success raises 502 on failure). Matches; CWC gating of 'report ready' is enforced server-side.","","2026-06-22"
"FEAT-0264","Licensing","Get License Status","As an operator, I want to check the F5 license status for a cluster, so that I can verify licensing compliance.","Queries CWC for license and telemetry status. Tries operator dispatch first, falls back to legacy kubeconfig. Returns license status, telemetry state, expiration. Error if CWC unreachable.","backend/routes/licensing.py:get_license_status_endpoint, backend/services/qkview_service.py:get_license_status","Blocked","get_license_status_endpoint tries operator dispatch (cwc_license_status) then legacy get_license_status which GETs /status and normalizes license_state/telemetry_state/expiry; raises 502 on failure. Matches; needs live CWC.","","2026-06-22"
"FEAT-0265","Licensing","Post License Receipt","As an operator, I want to send signed license manifests back to CWC, so that I can complete the F5 licensing workflow.","Submits raw signed manifest string; sends to CWC /receipt endpoint. Returns success/failure.","backend/routes/licensing.py:post_license_receipt_endpoint, backend/services/qkview_service.py:post_license_receipt","Blocked","post_license_receipt_endpoint tries operator dispatch (cwc_license_receipt) then legacy post_license_receipt which POSTs raw manifest to /receipt and detects empty/silent rejection. Matches; needs live CWC.","","2026-06-22"
"FEAT-0266","Licensing","Renew License","As an operator, I want to renew F5 licenses (eval or paid), so that I can extend licensing validity.","Submits JWT and force flag. Default: clean license switch (no downtime, JWKS validation+patching, JWT persistence). Force: nuclear renewal (delete CPCL secrets, restart CWC pod, reactivate; ~2min downtime).","backend/routes/licensing.py:renew_license_endpoint, backend/services/qkview_service.py:renew_license","Blocked","renew_license_endpoint routes force=False→cwc_license_renew(60s)/switch_license (clean) and force=True→cwc_license_force_renew(180s)/force_renew_license (delete CPCL secrets, restart pod, reactivate), with legacy fallback. Matches; needs live cluster.","","2026-06-22"
"FEAT-0267","Licensing","Setup CWC API Certificates","As an operator, I want to perform one-time cert-manager setup for CWC mTLS, so that I can enable CWC REST API licensing.","Runs cert-manager setup: creates certs, patches CWC pod, waits for injection. Tries operator dispatch (180s timeout), falls back to legacy. Idempotent.","backend/routes/licensing.py:run_cwc_setup_endpoint, backend/services/qkview_service.py:setup_cwc_api_certs","Validated","[staging] run_cwc_setup_endpoint dispatches cwc_setup_certs with timeout=120.0; the documented 180s timeout actually applies only to the force-renew path. Pure doc/nuance mismatch — setup is functional. FIX: Trivial: either bump the cwc_setup_certs dispatch timeout to 180.0 to match the documented value, or correct the doc to state the setup dispatch uses a 120s timeout (180s is force-renew). | WO-4 #354 (doc): CWC setup dispatch timeout is 120s; the 180s applies to force-renew.","","2026-06-22"
"FEAT-0268","Licensing","Validate JWKS ConfigMap","As an operator, I want to fix invalid JWKS configurations, so that I can resolve licensing failures.","Checks cpcl-key-cm ConfigMap for valid JWKS, patches with real F5 public keys if needed. Idempotent.","backend/routes/licensing.py:validate_jwks_endpoint, backend/services/qkview_service.py:ensure_valid_jwks","Blocked","validate_jwks_endpoint calls ensure_valid_jwks directly (no operator dispatch): reads cpcl-key-cm ConfigMap, validates modulus, patches with F5 JWKS (live fetch then F5_STATIC_JWKS fallback), idempotent (returns valid early). Matches; needs live cluster.","","2026-06-22"
"FEAT-0269","MCP Integration","MCP Server Integration","As a developer, I want to connect my AI assistant (Claude Desktop, VS Code) to BNK-Forge via MCP, so that I can leverage AI tools for operations","Shows MCP connection info, setup guides for various AI assistants, tool catalog with descriptions, health status badge.","pages/MCP.tsx","Validated","pages/MCP.tsx renders connection info, setup guides (Claude Desktop/VS Code/etc.), tool catalog with descriptions, and MCPStatusBadge health status.","","2026-06-22"
"FEAT-0270","Module Library","Check Module Library Version","As an operator, I want to check if a newer version of the module library is available, so that I can decide when to sync updates.","Compares local synced VERSION file with remote GitHub VERSION. Returns synced_version, latest_version, update_available, last_synced_at.","backend/routes/module_library.py:get_module_library_version","Validated","module_library.py:get_module_library_version reads synced_version/last_synced_at/git_ref/git_url from ApplicationSetting, fetches the remote VERSION via raw.githubusercontent with GitAuthService headers, and returns synced_version/latest_version/update_available/last_synced_at.","","2026-06-22"
"FEAT-0271","Module Library","Create User Module","As a user, I want to add a custom module from a git repository to my catalog, so that I can use it in projects.","Validates git source, extracts metadata, parses README, creates ModuleLibrary record with is_official=false.","backend/routes/module_library.py:create_user_module, backend/services/user_module_service.py:create_user_module","Validated","module_library.py:create_user_module → user_module_service.py:create_user_module validates the git source, extracts metadata, parses README for description, and creates a ModuleLibrary row with is_official=False; duplicate git_source is rejected.","","2026-06-22"
"FEAT-0272","Module Library","Delete User Module","As a user, I want to remove a user module from my catalog, so that unused modules are cleaned up.","Deletes ModuleLibrary record if not in use by any projects. Prevents deletion of official modules.","backend/routes/module_library.py:delete_user_module","Validated","module_library.py:delete_user_module 404s if missing, blocks official modules (ForbiddenError), and refuses deletion when module.project_modules is non-empty, returning an in-use error.","","2026-06-22"
"FEAT-0273","Module Library","Extract Metadata from User Module","As a user, I want to extract variables and dependencies from a git repository without adding it to the catalog, so that I can preview what I'm adding.","Clones repo, parses variables.tf/outputs.tf, extracts provider requirements, parses README. Returns variables_schema, outputs_schema, dependencies, description.","backend/routes/module_library.py:extract_module_metadata, backend/services/user_module_service.py:extract_module_metadata","Validated","module_library.py:extract_module_metadata → user_module_service.py:extract_module_metadata clones, parses variables.tf/outputs.tf/main.tf/versions.tf and README, and returns variables/outputs/dependencies/provider/description (response keys renamed to variables/outputs but content matches).","","2026-06-22"
"FEAT-0274","Module Library","Get Module Details","As a user, I want to view detailed information about a module, so that I can understand its purpose and requirements.","Returns full metadata: variables_schema, outputs, dependencies, provider, compatibility platforms, required capabilities, engine type, git source URL.","backend/routes/module_library.py:get_module","Validated","module_library.py:get_module returns variables_schema, dependencies, provider, compatibility (via _serialize_module_compatibility), engine metadata (serialize_engine_metadata), and git_source for the requested module.","","2026-06-22"
